Malma Island Daily Standard Deviation of Wind Direction 2014-01-28 23:00:00+00:00 15.43
Malma Island Daily Standard Deviation of Wind Direction 2014-01-29 23:00:00+00:00 14.16
Malma Island Daily Standard Deviation of Wind Direction 2014-01-30 23:00:00+00:00 17.57
Malma Island Daily Standard Deviation of Wind Direction 2014-01-31 23:00:00+00:00 21.42
Malma Island Daily Standard Deviation of Wind Direction 2014-02-01 23:00:00+00:00 14.32
Malma Island Daily Standard Deviation of Wind Direction 2014-02-02 23:00:00+00:00 18.92
Malma Island Daily Standard Deviation of Wind Direction 2014-02-03 23:00:00+00:00 23.64
Malma Island Daily Standard Deviation of Wind Direction 2014-02-04 23:00:00+00:00 25.59
Malma Island Daily Standard Deviation of Wind Direction 2014-02-05 23:00:00+00:00 24.84
Malma Island Daily Standard Deviation of Wind Direction 2014-02-06 23:00:00+00:00 52.73
Malma Island Daily Standard Deviation of Wind Direction 2014-02-07 23:00:00+00:00 16.23
Malma Island Daily Standard Deviation of Wind Direction 2014-02-08 23:00:00+00:00 32.84
